nodes:349 arcs:12215 singular:1117 active:517 Optimization.Subgradient.FixedStepSize:min_grad:Result(-4.176517479255371e-9, 3.056979403565718) Optimization.Subgradient.FixedStepSize:EK:Result(0.00822271130885051, 4.790295444640876e-11) Optimization.Subgradient.FixedStepSize:mg_EK:Result(3.886846551754549e-8, 3.2894359422558707e-11) Optimization.Subgradient.FixedStepSize:SPEK:Result(0.025660806897063734, 5.630551945001107e-11) Optimization.Subgradient.FixedStepSize:mg_SPEK:Result(NaN, NaN) Optimization.Subgradient.FixedStepSize:SPEKn:Result(0.01577993574095744, 5.2329987971806694e-11) Optimization.Subgradient.FixedStepSize:mg_SPEKn:Result(NaN, NaN) Optimization.Subgradient.NesterovMomentum:min_grad:Result(-6.020927784584959e-10, 0.28105757136866427) Optimization.Subgradient.NesterovMomentum:EK:Result(0.011024595286455594, 4.4511342830335004e-11) Optimization.Subgradient.NesterovMomentum:mg_EK:Result(2.53137594163015e-8, 3.2730922274349096e-11) Optimization.Subgradient.NesterovMomentum:SPEK:Result(0.025163042626345545, 5.306526538798075e-11) Optimization.Subgradient.NesterovMomentum:mg_SPEK:Result(NaN, NaN) Optimization.Subgradient.NesterovMomentum:SPEKn:Result(0.018284300065999477, 5.529169625989103e-11) Optimization.Subgradient.NesterovMomentum:mg_SPEKn:Result(NaN, NaN) 
nodes:349 arcs:12215 singular:8899 active:4949 Optimization.Subgradient.FixedStepSize:min_grad:Result(3.72641247670035e-11, 2.006348703632535e-10) Optimization.Subgradient.FixedStepSize:EK:Result(0.3091433615639862, 3.957701354809351e-10) Optimization.Subgradient.FixedStepSize:mg_EK:Result(3.72641247670035e-11, 4.668011629358513e-11) Optimization.Subgradient.FixedStepSize:SPEK:Result(0.4502404736104132, 7.80647729412621e-10) Optimization.Subgradient.FixedStepSize:mg_SPEK:Result(3.72641247670035e-11, 8.772082881283368e-11) Optimization.Subgradient.FixedStepSize:SPEKn:Result(0.18042435362402576, 3.697055762066096e-10) Optimization.Subgradient.FixedStepSize:mg_SPEKn:Result(3.72641247670035e-11, 8.441664206532717e-11) Optimization.Subgradient.NesterovMomentum:min_grad:Result(3.30055474622239e-11, 1.928673668398814e-10) Optimization.Subgradient.NesterovMomentum:EK:Result(0.25816510478618987, 3.2424979375897696e-10) Optimization.Subgradient.NesterovMomentum:mg_EK:Result(3.30055474622239e-11, 3.942374429786981e-11) Optimization.Subgradient.NesterovMomentum:SPEK:Result(0.4194471377889285, 6.4217619517664e-10) Optimization.Subgradient.NesterovMomentum:mg_SPEK:Result(3.30055474622239e-11, 7.70149246115104e-11) Optimization.Subgradient.NesterovMomentum:SPEKn:Result(0.17528666041858695, 2.9313708269470964e-10) Optimization.Subgradient.NesterovMomentum:mg_SPEKn:Result(3.30055474622239e-11, 7.336433118886209e-11) 
nodes:349 arcs:12215 singular:9227 active:517 Optimization.Subgradient.FixedStepSize:min_grad:Result(3.3584474706350434e-10, 2.560671620796021e-10) Optimization.Subgradient.FixedStepSize:EK:Result(2.039157572319281, 3.4804798156922994e-9) Optimization.Subgradient.FixedStepSize:mg_EK:Result(3.3584474706350434e-10, 4.241450285854293e-11) Optimization.Subgradient.FixedStepSize:SPEK:Result(2.242945617046266, 3.5701653212015486e-9) Optimization.Subgradient.FixedStepSize:mg_SPEK:Result(3.3584474706350434e-10, 8.30683665601662e-11) Optimization.Subgradient.FixedStepSize:SPEKn:Result(120.46473464144628, 1.754039462147642e-7) Optimization.Subgradient.FixedStepSize:mg_SPEKn:Result(3.3584474706350434e-10, 8.845365799820009e-11) Optimization.Subgradient.NesterovMomentum:min_grad:Result(2.1435108265796126e-10, 2.644946016974394e-10) Optimization.Subgradient.NesterovMomentum:EK:Result(1.3725777710117824, 2.45080886596421e-9) Optimization.Subgradient.NesterovMomentum:mg_EK:Result(2.1435108265796126e-10, 3.82664173145607e-11) Optimization.Subgradient.NesterovMomentum:SPEK:Result(2.6135336799405087, 4.760871005781396e-9) Optimization.Subgradient.NesterovMomentum:mg_SPEK:Result(2.1435108265796126e-10, 8.57101457238574e-11) Optimization.Subgradient.NesterovMomentum:SPEKn:Result(4.123735981276467, 5.884731502129649e-9) Optimization.Subgradient.NesterovMomentum:mg_SPEKn:Result(2.1435108265796126e-10, 8.938894627354417e-11) 
nodes:349 arcs:12215 singular:9227 active:1205 Optimization.Subgradient.FixedStepSize:min_grad:Result(2.2399715434244326e-10, 3.102447040825902e-10) Optimization.Subgradient.FixedStepSize:EK:Result(0.8715306839282527, 1.536014381735395e-9) Optimization.Subgradient.FixedStepSize:mg_EK:Result(2.2399715434244326e-10, 3.824369800637725e-11) Optimization.Subgradient.FixedStepSize:SPEK:Result(9.816285951700136, 1.7370444806493754e-8) Optimization.Subgradient.FixedStepSize:mg_SPEK:Result(2.2399715434244326e-10, 8.526162201521298e-11) Optimization.Subgradient.FixedStepSize:SPEKn:Result(1.2385240640066135, 2.0900886329012037e-9) Optimization.Subgradient.FixedStepSize:mg_SPEKn:Result(2.2399715434244326e-10, 9.194855925786752e-11) Optimization.Subgradient.NesterovMomentum:min_grad:Result(1.4154916455428329e-10, 2.9574550180466646e-10) Optimization.Subgradient.NesterovMomentum:EK:Result(0.6622719562882567, 1.0843082086090338e-9) Optimization.Subgradient.NesterovMomentum:mg_EK:Result(1.4154916455428329e-10, 4.8688865276657496e-11) Optimization.Subgradient.NesterovMomentum:SPEK:Result(12.10099938593934, 1.8014561075751627e-8) Optimization.Subgradient.NesterovMomentum:mg_SPEK:Result(1.4154916455428329e-10, 9.80240604694397e-11) Optimization.Subgradient.NesterovMomentum:SPEKn:Result(1.1692331952216322, 1.6662040885983877e-9) Optimization.Subgradient.NesterovMomentum:mg_SPEKn:Result(1.4154916455428329e-10, 9.987026420531491e-11) 
nodes:349 arcs:12215 singular:9227 active:3701 Optimization.Subgradient.FixedStepSize:min_grad:Result(5.5926851581631846e-11, 2.6516570353451153e-10) Optimization.Subgradient.FixedStepSize:EK:Result(0.4423865081979915, 5.950406923461258e-10) Optimization.Subgradient.FixedStepSize:mg_EK:Result(5.5926851581631846e-11, 4.621673827342254e-11) Optimization.Subgradient.FixedStepSize:SPEK:Result(0.7668212147025206, 1.5552916040826651e-9) Optimization.Subgradient.FixedStepSize:mg_SPEK:Result(5.5926851581631846e-11, 7.302184399235206e-11) Optimization.Subgradient.FixedStepSize:SPEKn:Result(0.310937902185792, 5.608396732599574e-10) Optimization.Subgradient.FixedStepSize:mg_SPEKn:Result(5.5926851581631846e-11, 6.398988811246649e-11) Optimization.Subgradient.NesterovMomentum:min_grad:Result(5.903763152904841e-11, 2.7755058967143117e-10) Optimization.Subgradient.NesterovMomentum:EK:Result(0.30303000643189104, 4.5075087488335336e-10) Optimization.Subgradient.NesterovMomentum:mg_EK:Result(5.903763152904841e-11, 4.313099464624586e-11) Optimization.Subgradient.NesterovMomentum:SPEK:Result(0.6747438414569802, 1.1919267070518876e-9) Optimization.Subgradient.NesterovMomentum:mg_SPEK:Result(5.903763152904841e-11, 7.728373268625397e-11) Optimization.Subgradient.NesterovMomentum:SPEKn:Result(0.2456146900022319, 4.376279266450557e-10) Optimization.Subgradient.NesterovMomentum:mg_SPEKn:Result(5.903763152904841e-11, 7.148159165552702e-11) 
nodes:349 arcs:12215 singular:9227 active:4949 Optimization.Subgradient.FixedStepSize:min_grad:Result(5.315688237055378e-11, 2.3263773930805189e-10) Optimization.Subgradient.FixedStepSize:EK:Result(0.3824799996782048, 5.005841648911742e-10) Optimization.Subgradient.FixedStepSize:mg_EK:Result(5.315688237055378e-11, 4.1481881219266854e-11) Optimization.Subgradient.FixedStepSize:SPEK:Result(0.3908424712117399, 8.868263046724869e-10) Optimization.Subgradient.FixedStepSize:mg_SPEK:Result(5.315688237055378e-11, 8.618523027451271e-11) Optimization.Subgradient.FixedStepSize:SPEKn:Result(0.19856834750433536, 4.320411004948297e-10) Optimization.Subgradient.FixedStepSize:mg_SPEKn:Result(5.315688237055378e-11, 7.93426571403001e-11) Optimization.Subgradient.NesterovMomentum:min_grad:Result(3.653730398607224e-11, 2.2746438362289046e-10) Optimization.Subgradient.NesterovMomentum:EK:Result(0.26707921099090826, 3.5955906775917614e-10) Optimization.Subgradient.NesterovMomentum:mg_EK:Result(3.653730398607224e-11, 4.2271408888599075e-11) Optimization.Subgradient.NesterovMomentum:SPEK:Result(0.3249493881214821, 5.871216765978565e-10) Optimization.Subgradient.NesterovMomentum:mg_SPEK:Result(3.653730398607224e-11, 7.781477489131459e-11) Optimization.Subgradient.NesterovMomentum:SPEKn:Result(0.14547360849802438, 3.031115800907783e-10) Optimization.Subgradient.NesterovMomentum:mg_SPEKn:Result(3.653730398607224e-11, 7.480774666922828e-11) 
nodes:349 arcs:39437 singular:3607 active:1671 Optimization.Subgradient.FixedStepSize:min_grad:Result(2.0799762650713323e-8, 33.006238012061885) Optimization.Subgradient.FixedStepSize:EK:Result(0.03353093129190073, 3.5264109709894206e-10) Optimization.Subgradient.FixedStepSize:mg_EK:Result(1.4414266422544507e-7, 1.0266186896897956e-10) Optimization.Subgradient.FixedStepSize:SPEK:Result(0.03587129106150334, 3.326951569190454e-10) Optimization.Subgradient.FixedStepSize:mg_SPEK:Result(1.0185884287447166e-8, 9.957011345526737e-11) Optimization.Subgradient.FixedStepSize:SPEKn:Result(0.02813564496663482, 3.262224036035363e-10) Optimization.Subgradient.FixedStepSize:mg_SPEKn:Result(1.7690483964621558e-8, 1.1742185756127805e-10) Optimization.Subgradient.NesterovMomentum:min_grad:Result(7.725653251198797e-11, 0.18403148307334394) Optimization.Subgradient.NesterovMomentum:EK:Result(0.03201743847732506, 3.5782375678066363e-10) Optimization.Subgradient.NesterovMomentum:mg_EK:Result(2.4929661530579117e-10, 1.1323660106351655e-10) Optimization.Subgradient.NesterovMomentum:SPEK:Result(0.034725656060624235, 3.47507618754493e-10) Optimization.Subgradient.NesterovMomentum:mg_SPEK:Result(1.856116880653828e-12, 1.1490841243825817e-10) Optimization.Subgradient.NesterovMomentum:SPEKn:Result(0.022099529067605417, 3.2394142248743745e-10) Optimization.Subgradient.NesterovMomentum:mg_SPEKn:Result(1.875556500192379e-12, 1.1625960255494386e-10) 
nodes:349 arcs:39437 singular:3607 active:3893 Optimization.Subgradient.FixedStepSize:min_grad:Result(3.7601226670838824e-8, 40.28490336212311) Optimization.Subgradient.FixedStepSize:EK:Result(0.020597321266710267, 3.512949907832202e-10) Optimization.Subgradient.FixedStepSize:mg_EK:Result(2.0477660919035887e-8, 1.7001068219766784e-10) Optimization.Subgradient.FixedStepSize:SPEK:Result(0.02039222745052461, 3.3450171474641617e-10) Optimization.Subgradient.FixedStepSize:mg_SPEK:Result(NaN, NaN) Optimization.Subgradient.FixedStepSize:SPEKn:Result(0.01744625862183722, 3.3013291657932233e-10) Optimization.Subgradient.FixedStepSize:mg_SPEKn:Result(NaN, NaN) Optimization.Subgradient.NesterovMomentum:min_grad:Result(9.776715408039461e-11, 0.14204823844171974) Optimization.Subgradient.NesterovMomentum:EK:Result(0.02313398543445961, 4.1414398544487645e-10) Optimization.Subgradient.NesterovMomentum:mg_EK:Result(1.8518051491209154e-9, 1.3656618228013273e-10) Optimization.Subgradient.NesterovMomentum:SPEK:Result(0.023408963080044504, 3.963666527543947e-10) Optimization.Subgradient.NesterovMomentum:mg_SPEK:Result(NaN, NaN) Optimization.Subgradient.NesterovMomentum:SPEKn:Result(0.016047196207188315, 3.669518307128609e-10) Optimization.Subgradient.NesterovMomentum:mg_SPEKn:Result(NaN, NaN) 
nodes:349 arcs:39437 singular:3607 active:11950 Optimization.Subgradient.FixedStepSize:min_grad:Result(-1.9912531908255697e-9, 5.4915154861751985) Optimization.Subgradient.FixedStepSize:EK:Result(0.0044383639265236285, 2.880315215296424e-10) Optimization.Subgradient.FixedStepSize:mg_EK:Result(1.0938189535574344e-7, 1.4454324733792762e-10) Optimization.Subgradient.FixedStepSize:SPEK:Result(0.004299393996939886, 2.7541904836482867e-10) Optimization.Subgradient.FixedStepSize:mg_SPEK:Result(NaN, NaN) Optimization.Subgradient.FixedStepSize:SPEKn:Result(0.002901045012887077, 2.7666704824192194e-10) Optimization.Subgradient.FixedStepSize:mg_SPEKn:Result(NaN, NaN) Optimization.Subgradient.NesterovMomentum:min_grad:Result(-1.2144336995176693e-10, 0.3053506752801065) Optimization.Subgradient.NesterovMomentum:EK:Result(0.002072357890181549, 2.911345270119138e-10) Optimization.Subgradient.NesterovMomentum:mg_EK:Result(4.941667252813299e-9, 1.9305439330533637e-10) Optimization.Subgradient.NesterovMomentum:SPEK:Result(0.00239373423566994, 3.0145040309052456e-10) Optimization.Subgradient.NesterovMomentum:mg_SPEK:Result(NaN, NaN) Optimization.Subgradient.NesterovMomentum:SPEKn:Result(0.0019769019197271266, 2.9038379653329743e-10) Optimization.Subgradient.NesterovMomentum:mg_SPEKn:Result(NaN, NaN) 
nodes:349 arcs:39437 singular:3607 active:15980 Optimization.Subgradient.FixedStepSize:min_grad:Result(-5.6934381785586514e-11, 3.6943657201061413) Optimization.Subgradient.FixedStepSize:EK:Result(0.0029284631775539187, 2.5746890054463e-10) Optimization.Subgradient.FixedStepSize:mg_EK:Result(6.71456599433408e-8, 1.6228182204091888e-10) Optimization.Subgradient.FixedStepSize:SPEK:Result(0.00278801327370275, 2.684584521298713e-10) Optimization.Subgradient.FixedStepSize:mg_SPEK:Result(NaN, NaN) Optimization.Subgradient.FixedStepSize:SPEKn:Result(0.0020617248956335617, 2.766611620410895e-10) Optimization.Subgradient.FixedStepSize:mg_SPEKn:Result(NaN, NaN) Optimization.Subgradient.NesterovMomentum:min_grad:Result(-8.595311553582488e-12, 0.6990229726630075) Optimization.Subgradient.NesterovMomentum:EK:Result(0.0025862244964680193, 2.613785799771896e-10) Optimization.Subgradient.NesterovMomentum:mg_EK:Result(1.0984317790748974e-8, 1.6517021099980446e-10) Optimization.Subgradient.NesterovMomentum:SPEK:Result(0.0021107812939236844, 2.6671422094283833e-10) Optimization.Subgradient.NesterovMomentum:mg_SPEK:Result(NaN, NaN) Optimization.Subgradient.NesterovMomentum:SPEKn:Result(0.0016028752817711105, 2.510817940748059e-10) Optimization.Subgradient.NesterovMomentum:mg_SPEKn:Result(NaN, NaN) 
nodes:349 arcs:39437 singular:7478 active:1671 Optimization.Subgradient.FixedStepSize:min_grad:Result(2.7298869949332796e-11, 1.9301275553700264e-10) Optimization.Subgradient.FixedStepSize:EK:Result(0.3442069213804101, 1.9065617822232424e-9) Optimization.Subgradient.FixedStepSize:mg_EK:Result(2.7298869949332796e-11, 1.2000074798186214e-10) Optimization.Subgradient.FixedStepSize:SPEK:Result(0.625611654421755, 3.1042228998317593e-9) Optimization.Subgradient.FixedStepSize:mg_SPEK:Result(2.7298869949332796e-11, 1.0396013525906643e-10) Optimization.Subgradient.FixedStepSize:SPEKn:Result(0.2689385554495003, 1.5714514871888474e-9) Optimization.Subgradient.FixedStepSize:mg_SPEKn:Result(2.7298869949332796e-11, 1.158608266240451e-10) Optimization.Subgradient.NesterovMomentum:min_grad:Result(2.0892532136953127e-11, 1.5558571420964282e-10) Optimization.Subgradient.NesterovMomentum:EK:Result(0.21611864430390218, 1.3063066395692243e-9) Optimization.Subgradient.NesterovMomentum:mg_EK:Result(2.0892532136953127e-11, 1.1193929561308537e-10) Optimization.Subgradient.NesterovMomentum:SPEK:Result(0.35806571959761063, 1.7366672781859138e-9) Optimization.Subgradient.NesterovMomentum:mg_SPEK:Result(2.0892532136953127e-11, 1.0266561856537593e-10) Optimization.Subgradient.NesterovMomentum:SPEKn:Result(0.16315740711985996, 1.149579123672627e-9) Optimization.Subgradient.NesterovMomentum:mg_SPEKn:Result(2.0892532136953127e-11, 1.0289350414470531e-10) 
nodes:349 arcs:39437 singular:7478 active:3893 Optimization.Subgradient.FixedStepSize:min_grad:Result(6.174500062696735e-7, 341.98773080404715) Optimization.Subgradient.FixedStepSize:EK:Result(0.2563392492103502, 1.4918353566221349e-9) Optimization.Subgradient.FixedStepSize:mg_EK:Result(3.4138792117079117e-6, 1.122064540760639e-10) Optimization.Subgradient.FixedStepSize:SPEK:Result(0.3554385284076646, 2.0058159278705144e-9) Optimization.Subgradient.FixedStepSize:mg_SPEK:Result(4.816751084378485e-6, 1.1155121406943955e-10) Optimization.Subgradient.FixedStepSize:SPEKn:Result(0.1652509160645744, 1.2876968241486976e-9) Optimization.Subgradient.FixedStepSize:mg_SPEKn:Result(4.816751084378485e-6, 1.1015290936869315e-10) Optimization.Subgradient.NesterovMomentum:min_grad:Result(1.719741654324336e-11, 0.0018528980588711976) Optimization.Subgradient.NesterovMomentum:EK:Result(0.16024555237200264, 1.2523982644016169e-9) Optimization.Subgradient.NesterovMomentum:mg_EK:Result(2.14412099866101e-11, 1.6085082370786993e-10) Optimization.Subgradient.NesterovMomentum:SPEK:Result(0.21947497813549044, 1.4335972350729839e-9) Optimization.Subgradient.NesterovMomentum:mg_SPEK:Result(1.4171519709944043e-11, 1.6508939384596004e-10) Optimization.Subgradient.NesterovMomentum:SPEKn:Result(0.1120737634531053, 1.0788848956936959e-9) Optimization.Subgradient.NesterovMomentum:mg_SPEKn:Result(1.4171519709944043e-11, 1.6415719972582495e-10) 
nodes:349 arcs:39437 singular:7478 active:11950 Optimization.Subgradient.FixedStepSize:min_grad:Result(2.402812163478648e-8, 61.5204377179259) Optimization.Subgradient.FixedStepSize:EK:Result(0.0568212582647958, 7.21805357173094e-10) Optimization.Subgradient.FixedStepSize:mg_EK:Result(1.1984618487509793e-6, 1.9898047895819837e-10) Optimization.Subgradient.FixedStepSize:SPEK:Result(0.037245082838596566, 6.915978614710117e-10) Optimization.Subgradient.FixedStepSize:mg_SPEK:Result(3.650189522854478e-8, 1.892106598001823e-10) Optimization.Subgradient.FixedStepSize:SPEKn:Result(0.02820955773572005, 6.080322517746347e-10) Optimization.Subgradient.FixedStepSize:mg_SPEKn:Result(5.5137377441096904e-8, 1.8404291930689903e-10) Optimization.Subgradient.NesterovMomentum:min_grad:Result(6.436174220519625e-11, 0.13535709077214217) Optimization.Subgradient.NesterovMomentum:EK:Result(0.050570873106440026, 6.918735702248669e-10) Optimization.Subgradient.NesterovMomentum:mg_EK:Result(8.534498226757658e-10, 1.6348078748088112e-10) Optimization.Subgradient.NesterovMomentum:SPEK:Result(0.045786856152372976, 6.860508102639779e-10) Optimization.Subgradient.NesterovMomentum:mg_SPEK:Result(3.706700020935579e-12, 1.5874852508021118e-10) Optimization.Subgradient.NesterovMomentum:SPEKn:Result(0.028562268552777284, 6.350337512281847e-10) Optimization.Subgradient.NesterovMomentum:mg_SPEKn:Result(3.657219776978441e-12, 1.5961949357791095e-10) 
nodes:349 arcs:39437 singular:7478 active:15980 Optimization.Subgradient.FixedStepSize:min_grad:Result(2.8193019141204125e-9, 9.847051960120167) Optimization.Subgradient.FixedStepSize:EK:Result(0.03373535756395761, 5.689981368512166e-10) Optimization.Subgradient.FixedStepSize:mg_EK:Result(2.7187274289856014e-7, 1.8974152251821513e-10) Optimization.Subgradient.FixedStepSize:SPEK:Result(0.013891580385857517, 5.543295902797114e-10) Optimization.Subgradient.FixedStepSize:mg_SPEK:Result(NaN, NaN) Optimization.Subgradient.FixedStepSize:SPEKn:Result(0.012906040685919733, 5.162015215197389e-10) Optimization.Subgradient.FixedStepSize:mg_SPEKn:Result(NaN, NaN) Optimization.Subgradient.NesterovMomentum:min_grad:Result(-9.435587223533452e-11, 0.24429819982368484) Optimization.Subgradient.NesterovMomentum:EK:Result(0.0320219944277855, 5.407471855712951e-10) Optimization.Subgradient.NesterovMomentum:mg_EK:Result(7.141268490752382e-9, 1.711395288896249e-10) Optimization.Subgradient.NesterovMomentum:SPEK:Result(0.016052616453062225, 5.272077538618297e-10) Optimization.Subgradient.NesterovMomentum:mg_SPEK:Result(NaN, NaN) Optimization.Subgradient.NesterovMomentum:SPEKn:Result(0.013077914032519325, 4.943652958449121e-10) Optimization.Subgradient.NesterovMomentum:mg_SPEKn:Result(NaN, NaN) 
